title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس E 180 2019,E 180,أبيض,"9,000 كم",6 أكتوبر,2024-04-04,"3,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6387554/medium_up_da9de79bd8c9a911299e3b55f7c84e65.jpg
مرسيدس C Class 2008,C Class,أسود,"207,000 كم",6 أكتوبر,2024-04-04,"980,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6356477/medium_up_78e7c985445a4f04a8bc240e4b514989.jpg
مرسيدس 200 2020,200,أسود,"47,000 كم",6 أكتوبر,2024-04-04,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/01/26/6250813/medium_up_09eaf7658a7b1c496387f3b37b2ae835.jpg
مرسيدس C 200 AMG 2009,C 200 AMG,أسود,"250,000 كم",دمياط,2024-04-04,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6387272/medium_up_225783fdd5430026d9c32ed65d67239a.jpg
مرسيدس C 180 2018,C 180,الأزرق الداكن,"120,000 كم",مدينة الشيخ زايد,2024-04-04,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6387140/medium_up_a5a5becf25a4305048c830ec80e63318.jpg
مرسيدس 200 1986,200,أبيض,"450,000 كم",طنطا,2024-04-03,"450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6387005/medium_up_a8f74fc2a9e362d5d706042ada6b32d0.jpg
مرسيدس GLC 200 2024,GLC 200,أبيض,- كم,شيراتون,2024-04-03,"5,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386908/medium_up_f02a922399cb3d25ba822c32ef9f59aa.jpg
مرسيدس E 200 AMG 2023,E 200 AMG,أسود,- كم,التجمع - القاهرة الجديدة,2024-04-03,"5,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386716/medium_up_3fb5854ffb47b56cb1bf71d2c876d567.jpg
مرسيدس E 200 2000,E 200,ذهبي,"305,000 كم",القاهرة,2024-03-20,"600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6355049/medium_up_0c4e46cd7d30d9ab2cde33e24b0fc7d2.jpg
مرسيدس 200 1977,200,زيتوني,"400,000 كم",الوراق,2024-04-03,"130,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386642/medium_up_d51a1bb0357b5e395464f042c4cd7ebc.jpg
مرسيدس C 180 2015,C 180,أسود,"210,000 كم",القاهرة,2024-04-03,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386618/medium_up_a3c6045931b8d44708f7f873a1d90bf7.jpg
مرسيدس C 180 2014,C 180,أسود,"210,000 كم",مدينة نصر,2024-04-03,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386257/medium_up_b2c595d4b15939ef66a67fbb1f5db287.jpg
مرسيدس C 200 2019,C 200,رمادي,"155,000 كم",القاهرة,2024-04-03,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386276/medium_up_36743755474db41603442da6c3ac5e38.jpg
مرسيدس E 350 2018,E 350,رمادي,"110,000 كم",الإسكندرية,2024-04-03,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386138/medium_up_7a13a3320e0f5ac4842df0aab9c376df.jpg
مرسيدس 230 1977,230,أخضر,"10,000 كم",التجمع - القاهرة الجديدة,2024-04-03,"120,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386056/medium_up_d2d827d1b3380a01f5cdcc3146d75f71.jpg
مرسيدس C 200 2012,C 200,أسود,"100,000 كم",الدقهلية,2024-04-03,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6385738/medium_up_5187eed27a82bb1dc7051e1899405f27.jpg
مرسيدس C 180 2013,C 180,فضي,"220,000 كم",القاهرة,2024-04-03,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6379207/medium_up_aa85c457adaf4c61c2566eebf38e23fc.jpg
مرسيدس C 200 AMG 2019,C 200 AMG,أسود,"88,000 كم",القاهرة,2024-04-03,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6385580/medium_up_b0b47e09dbf8468cffc92a0688f49a8d.jpg
مرسيدس C 180 2018,C 180,أبيض,"85,000 كم",التجمع - القاهرة الجديدة,2024-04-02,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384970/medium_up_e142bea0426c69f303b8b2b940282c8d.jpg
مرسيدس C 200 2022,C 200,أبيض,"24,000 كم",العبور,2024-04-02,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384844/medium_up_d4fe104a669f161cdd27a777c3c4a53b.jpg
مرسيدس C 200 2022,C 200,رمادي,"19,000 كم",العبور,2024-04-02,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384880/medium_up_cc5735c826546937a5d755f99fac423d.jpg
مرسيدس C 180 2010,C 180,أسود,"140,000 كم",مدينة الشيخ زايد,2024-04-02,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377378/medium_up_df3e6fe2606b965532945e357d202571.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,أبيض,"18,500 كم",الإسكندرية,2024-04-02,"4,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384836/medium_up_b8e5a2c9a9f348a50b87ba8cd0411a33.jpg
مرسيدس CLE 2024,CLE,أسود,0 كم,القاهرة,2024-04-02,"5,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384796/medium_up_8a01845e275ca0c8b7d8053cefc21db6.jpg
مرسيدس C 180 2013,C 180,رمادي,"113,000 كم",الدقى,2024-04-02,"1,685,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377632/medium_up_980e0b30fc366fa35e2705d5889f9b3b.jpg
مرسيدس C 180 2016,C 180,أبيض,"101,000 كم",المعادى,2024-04-02,"1,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384574/medium_up_4165c62fca47df533b1dde3fdbd5ba34.jpg
مرسيدس A 200 2020,A 200,أسود,"60,000 كم",التجمع - القاهرة الجديدة,2024-04-02,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384532/medium_up_889893942baa0507a59bbc302a976fae.jpg
مرسيدس C 180 2008,C 180,أسود,"104,000 كم",مدينة الشيخ زايد,2024-04-02,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/25/6305156/medium_up_17935a068532797a165a1466dbbb0870.jpg
مرسيدس C 200 2019,C 200,أسود,"93,000 كم",التجمع - القاهرة الجديدة,2024-04-02,"2,680,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384272/medium_up_0bb637394bda0ca594d937b468bd8f10.jpg
مرسيدس C 180 2017,C 180,أبيض,"90,000 كم",القاهرة,2024-04-02,"2,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377123/medium_up_c015ae835c1a489eb6883e2ffd5b52b2.jpg
مرسيدس C 180 2015,C 180,رمادي,"175,000 كم",القاهرة,2024-04-02,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375529/medium_up_da0e43003c5a55805fedf123fadf2743.jpg
مرسيدس C 200 2011,C 200,أسود,"166,000 كم",طنطا,2024-04-02,"800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6383957/medium_up_560e8369f4bf2799da0c40e920775344.jpg
مرسيدس E 200 2021,E 200,أبيض,"28,000 كم",الإسكندرية,2024-04-02,"4,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/19/6353474/medium_up_086d9a86ac9103ec074cbce2aaa153d6.jpg
مرسيدس C 180 2004,C 180,ذهبي,"250,000 كم",العجمى,2024-04-02,"550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382370/medium_up_a0c178f60a9676df7e0e81e5b83162e3.jpg
مرسيدس A 150 2005,A 150,احمر,"215,000 كم",كفر الدوار,2024-04-02,"320,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6383597/medium_up_9761fcb791a72faed09225de6ccf680f.jpg
مرسيدس E 200 2021,E 200,أسود,"27,000 كم",مدينتى,2024-04-02,"3,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6383147/medium_up_fcab9af8a3c30b69b4ddbb7a17a7f0a0.jpg
مرسيدس C 180 2013,C 180,أبيض,"170,000 كم",مدينة نصر,2024-04-01,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382873/medium_up_23234de5bdf0fd7e52fed9fa050cf483.jpg
مرسيدس C 180 2018,C 180,رمادي,"92,000 كم",القاهرة,2024-04-01,"1,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382793/medium_up_21eecf50e6294188edfce7e7f8338c63.jpg
مرسيدس E 200 1984,E 200,زيتوني,"175,000 كم",المهندسين,2024-04-01,"460,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375856/medium_up_16a8ce52313421d3fd77eb3dbce4134a.jpg
مرسيدس GLA 2019,GLA,رمادي,"90,000 كم",القاهرة,2024-04-01,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382478/medium_up_6e78a55170a40edc73a3f3cad125e3e0.jpg
مرسيدس C 180 2023,C 180,الأزرق الداكن,"4,500 كم",القاهرة,2024-04-01,"3,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375550/medium_up_4caad23e10f83b8c351905d9f1aba4a0.jpg
مرسيدس C 180 2019,C 180,رمادي,"86,000 كم",التجمع - القاهرة الجديدة,2024-04-01,"2,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382454/medium_up_ba98ba235f9fd51091a014676e814008.jpg
مرسيدس C 180 2023,C 180,أبيض,"32,800 كم",6 أكتوبر,2024-04-01,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382171/medium_up_80f8f4f006a7169958d005a3b57ffdd2.jpg
مرسيدس 200 1991,200,فضي,- كم,الزقازيق,2024-04-01,"470,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382114/medium_up_2c294f43148ccf8948b529cb9b4f5c80.jpg
مرسيدس GLC 200 2020,GLC 200,أبيض,"38,000 كم",6 أكتوبر,2024-04-01,"3,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380494/medium_up_40f806dc15b2b0df3adf7a98911e3626.jpg
مرسيدس E 200 2021,E 200,فيراني,"27,000 كم",الإسكندرية,2024-04-01,"4,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6379975/medium_up_fb9207a21017eab530e62f3306f7c9c0.jpg
مرسيدس C 180 2023,C 180,رمادي,"35,000 كم",القاهرة,2024-04-01,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6381190/medium_up_2958a55bdaefd4b5d4f4654bae7c5d18.jpg
مرسيدس 250 2011,250,فضي,"129,000 كم",القليوبية‎‎,2024-04-01,"1,750,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2014,C 180,أبيض,"195,000 كم",التجمع - القاهرة الجديدة,2024-04-01,"1,575,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6381211/medium_up_7a1045b1e93aff4694ab2deb43705c93.jpg
مرسيدس C 180 2016,C 180,الأزرق الداكن,"69,000 كم",التجمع - القاهرة الجديدة,2024-04-01,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6381235/medium_up_ab63b16095c7179efbdcb1df5f8ce245.jpg
مرسيدس C 180 2022,C 180,رمادي,"24,000 كم",التجمع - القاهرة الجديدة,2024-04-01,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6381151/medium_up_39f940c677f692fd5ce4c7b1c05b97f3.jpg
مرسيدس C 180 2024,C 180,رمادي,"10,000 كم",مصر الجديدة,2024-03-31,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380669/medium_up_2ec6617cef18601c3394f199b103ba4e.jpg
مرسيدس C 250 2010,C 250,أسود,"140,000 كم",المهندسين,2024-03-31,"1,180,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2022,C 180,فيراني,- كم,التجمع - القاهرة الجديدة,2024-03-31,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380543/medium_up_9c99150fda64334be6ef94c394459b11.jpg
مرسيدس 280 2008,280,احمر غامق,"147,000 كم",حدائق الاهرام,2024-03-31,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380348/medium_up_793bcc66c8f0db5258a5e944c34777b0.jpg
مرسيدس E 200 2022,E 200,أبيض,- كم,مدينة الشيخ زايد,2024-03-31,"5,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380414/medium_up_cd6474b5c799659b86f91132c0eda9d9.jpg
مرسيدس E 180 2019,E 180,رمادي,"94,000 كم",6 أكتوبر,2024-03-31,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380123/medium_up_2d30bc317b6d0e51b41794eec7f0fa55.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,أسود,"19,000 كم",مدينة الشيخ زايد,2024-03-31,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6379987/medium_up_4c3154daaef51511fe3d7e9c89bafc32.jpg
مرسيدس E 300 2019,E 300,أسود,"20,000 كم",التجمع - القاهرة الجديدة,2024-02-25,"4,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/25/6305092/medium_up_9ce4a591df3aea36843215307d62a472.jpg
مرسيدس E 200 2013,E 200,فيراني,- كم,الإسكندرية,2024-03-31,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373867/medium_up_0355b3a8c05c84d8f7f54816ead1f46c.jpg
مرسيدس C 180 2009,C 180,أسود,"156,000 كم",التجمع - القاهرة الجديدة,2024-03-31,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/24/6302536/medium_up_020933f4ee3637c926d33f36308d6693.jpg
مرسيدس E 230 2008,E 230,فضي,"250,000 كم",المنصورة,2024-03-31,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372163/medium_up_fbd87ca25c8b6c808ddf5c49586aa779.jpg
مرسيدس 240 1999,240,رمادي,"400,000 كم",مدينة نصر,2024-03-31,"590,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2009,C 180,أسود,"143,000 كم",التجمع - القاهرة الجديدة,2024-03-31,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6379246/medium_up_387dc130a2fcb1ee1956f301c9ab1389.jpg
مرسيدس C 180 1994,C 180,فضي,"280,000 كم",القاهرة,2024-03-31,"410,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6378883/medium_up_3f643a010c000645c0ed31ae07aac219.jpg
مرسيدس C 180 2018,C 180,رمادي,"126,000 كم",الإسكندرية,2024-03-30,"1,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378682/medium_up_a723444ceac21bae43fab029495b86ed.jpg
مرسيدس CLA 180 2021,CLA 180,أسود,"70,000 كم",التجمع - القاهرة الجديدة,2024-03-30,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378535/medium_up_92fe0c50fce024d64b7a554ec52e74d8.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,أبيض,"18,000 كم",التجمع - القاهرة الجديدة,2024-03-30,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378262/medium_up_bbb1b14c86ccbb285bf45961bc2787ed.jpg
مرسيدس C 300 2022,C 300,فضي,- كم,التجمع - القاهرة الجديدة,2024-03-30,"4,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378211/medium_up_f7fb9a9f8d425708844960a7e5be7c1c.jpg
مرسيدس C 250 2011,C 250,فيراني,"153,000 كم",المقطم,2024-03-30,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363409/medium_up_c71366fd92b4ccde5bc998f523f86c6d.jpg
مرسيدس C 180 2019,C 180,فيراني,"60,000 كم",المقطم,2024-03-30,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378064/medium_up_c4cbf31f36a38a405218eea0c36a5fea.jpg
مرسيدس C 180 2018,C 180,أسود,"66,000 كم",التجمع - القاهرة الجديدة,2024-03-30,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378044/medium_up_454dc3d101bbf2b6435d7fcb63be4d1e.jpg
مرسيدس EQE 2023,EQE,أسود,- كم,التجمع - القاهرة الجديدة,2024-03-30,"4,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378029/medium_up_e6bf4e1f7c22e6a79964a948a5e43a8a.jpg
مرسيدس C 180 2022,C 180,أسود,"46,500 كم",شيراتون,2024-03-30,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377989/medium_up_ac35c225396632633cae1309b6d54625.jpg
مرسيدس C 200 2022,C 200,فضي,"19,000 كم",المهندسين,2024-03-30,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377899/medium_up_87791731d7cc9fd815441016ad565030.jpg
مرسيدس E 350 2017,E 350,الأزرق الداكن,"137,000 كم",مدينتى,2024-03-30,"2,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377740/medium_up_18c22020d2c28af5040cd7c50f459df8.jpg
مرسيدس C 180 2009,C 180,فضي,"210,000 كم",المنصورة,2024-03-30,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377318/medium_up_7e4f969dab96b800f4d6c4c38df09767.jpg
مرسيدس C 300 2020,C 300,رمادي,"61,000 كم",6 أكتوبر,2024-03-30,"3,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377383/medium_up_d6b8aac1ca12887fa2e1599b0f8b8249.jpg
مرسيدس E 200 2020,E 200,أسود,"30,000 كم",القاهرة,2024-03-30,"4,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6377339/medium_up_0a5fef680b5d46566a98ef7c9c56b972.jpg
مرسيدس E 300 2023,E 300,فضي,- كم,التجمع - القاهرة الجديدة,2024-03-30,"5,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6376798/medium_up_066a5153d0d0d31e5b2c6aac41920a2d.jpg
مرسيدس E 250 2011,E 250,أسود,"309,000 كم",الغردقة,2024-03-30,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6367769/medium_up_a5638db38d9b4e8a3da80ce99c89d902.jpg
مرسيدس C 180 2011,C 180,فيراني,"164,000 كم",مدينة نصر,2024-03-30,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6376423/medium_up_45b43a61ee3c3f872142aaca8b9c872b.jpg
مرسيدس E 180 2018,E 180,أسود,"87,000 كم",الهرم,2024-03-30,"3,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373897/medium_up_1edb0b302c231468dcc18ecac7fe87ca.jpg
مرسيدس E 250 2015,E 250,فيراني,"111,000 كم",الشروق,2024-03-16,"3,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/10/6337189/medium_up_fc78bab10db3ab31e54194a5be5829ea.jpg
مرسيدس C 180 2022,C 180,أسود,"46,500 كم",التجمع - القاهرة الجديدة,2024-03-29,"3,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6357664/medium_up_123f33688d389c3f07bc6a7c7ad8f5e9.jpg
مرسيدس C 200 2009,C 200,أسود,"230,000 كم",الجيزة,2024-03-29,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375577/medium_up_42292c722dc2695858deef93aa70f90c.jpg
مرسيدس 250 2012,250,أسود,"200,000 كم",أسيوط,2024-03-29,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375416/medium_up_5b018064f2df75bf1bce8984b6374dc0.jpg
مرسيدس E 320 2003,E 320,فضي,"245,000 كم",6 أكتوبر,2024-03-29,"850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/07/6270668/medium_up_47bfea32c3d1890435ff812fe7f486bd.jpg
مرسيدس GLA 2015,GLA,فضي,"125,000 كم",الزمالك,2024-03-29,"1,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375283/medium_up_129d4a6912067f26c44214ef0967c38a.jpg
مرسيدس C 200 2023,C 200,رمادي,60 كم,القاهرة,2024-03-29,"4,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375250/medium_up_a682ecdd951327198378334d23475d14.jpg
مرسيدس E 200 2021,E 200,أبيض,"19,000 كم",القاهرة,2024-03-29,"5,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375194/medium_up_6cf264ee4f39958bacaa7a16ab7cdd89.jpg
مرسيدس E 250 2010,E 250,أسود,"217,000 كم",الشروق,2024-03-29,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375173/medium_up_2666d8d721c4e6b7ea0e6c1a22492aaf.jpg
مرسيدس GLC 200 2023,GLC 200,أبيض,"6,000 كم",القاهرة,2024-03-29,"4,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6374944/medium_up_ed320773cdca852b198bac5ba816f928.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,أسود,"10,000 كم",المعادى,2024-03-29,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6375155/medium_up_e4179bb7dc57ef29769c0e804f70f4c5.jpg
مرسيدس C 250 2010,C 250,بترولي,"250,000 كم",العبور,2024-03-29,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6374705/medium_up_f3beb22e483d2b4db5c5bc9596f16fb8.jpg
مرسيدس 200 1980,200,بيج,- كم,دكرنس,2024-03-29,"220,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370603/medium_up_c264c0e0d22d0f9ab586697f995d55ef.jpg
مرسيدس C 180 2015,C 180,أبيض,"195,000 كم",التجمع - القاهرة الجديدة,2024-03-29,"1,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6374380/medium_up_8e05e9a3350150e0086fbeaac3bc0dac.jpg
مرسيدس 190 1983,190,ذهبي,"300,000 كم",المقطم,2024-03-28,"250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373855/medium_up_ee938d0ec6bb2ca40c4f35cb1f5e6896.jpg
مرسيدس E 200 2013,E 200,فضي,"9,500 كم",الإسكندرية,2024-03-28,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373801/medium_up_bad569bdfa433cc19bc5fa1747b06722.jpg
مرسيدس GLC 300 2024,GLC 300,أبيض,0 كم,مصر الجديدة,2024-03-28,"2,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/06/6267918/medium_up_7a9e4bc9a1331f83aa03edd91ad9162f.jpg
مرسيدس GLC 300 2024,GLC 300,أسود,0 كم,مصر الجديدة,2024-03-28,"2,070,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/06/6267950/medium_up_e2bea8130c624dbc2c4391dc315da475.jpg
مرسيدس GLE 2023,GLE,رمادي,900 كم,مصر الجديدة,2024-03-28,"2,205,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/16/6348521/medium_up_41609faffb1d538444349d83e9110bbe.jpg
مرسيدس 240 1999,240,فضي,"230,000 كم",القاهرة,2024-03-28,"650,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2013,C 180,أبيض,"140,000 كم",الهرم,2024-03-28,"1,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373591/medium_up_6ff441fc99475f91d0d6a50e31062975.jpg
مرسيدس E 250 2010,E 250,أسود,"99,000 كم",المنصورة,2024-03-28,"1,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363574/medium_up_eb614ef69fee38068e0e0e34a7fc9b3e.jpg
مرسيدس C 180 2010,C 180,فضي,"170,000 كم",6 أكتوبر,2024-03-28,"980,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372872/medium_up_305c6c16900e5d8043cb59d19b6a8e99.jpg
مرسيدس 200 1982,200,أبيض,"446,542 كم",الدقهلية,2024-03-28,"140,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373147/medium_up_794af11281868b37815e1277bbaef045.jpg
مرسيدس E 200 2020,E 200,أسود,"34,000 كم",التجمع - القاهرة الجديدة,2024-03-28,"4,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372781/medium_up_501afcb0c1c5b11e137d50e337cef4f2.jpg
مرسيدس C 180 2023,C 180,أبيض,"10,000 كم",التجمع - القاهرة الجديدة,2024-03-28,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373171/medium_up_b86adfa41b8c91b31ba8ae23cb9f191e.jpg
مرسيدس 200 2004,200,فضي,"155,000 كم",6 أكتوبر,2024-03-28,"800,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس 300 2023,300,أسود,500 كم,القاهرة,2024-03-28,"6,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366131/medium_up_5c24d66ebd80fe1941ba09ffafc6bfaf.jpg
مرسيدس E 200 2008,E 200,بيج,"240,000 كم",فاقوس,2024-03-28,"750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361879/medium_up_730f2d89071c21f122a25e7212d320eb.jpg
مرسيدس C 180 2002,C 180,فضي,- كم,الهرم,2024-03-28,"650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372701/medium_up_f78f8dc85d267ef32688b03c9bb0d9af.jpg
مرسيدس E 200 2011,E 200,أسود,"250,000 كم",مدينة السادات,2024-03-28,"1,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6371891/medium_up_a85887c1f1f4f2878dc0f296c01fa5f4.jpg
مرسيدس E 200 AMG 2020,E 200 AMG,أسود,"58,000 كم",التجمع - القاهرة الجديدة,2024-03-28,"3,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372460/medium_up_39a87a7b3549abff75aaa1f3339cc6af.jpg
مرسيدس E 300 2018,E 300,أبيض,"48,000 كم",القاهرة,2024-03-28,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372451/medium_up_39c0529b1b51b580baa5f2a705cc939e.jpg
مرسيدس E 200 2019,E 200,رمادي,"80,000 كم",زفتى,2024-03-27,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370753/medium_up_946887301f8a590d8825f3f12fdcff30.jpg
