title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس GLC 200 2022,GLC 200,أسود,"9,700 كم",التجمع - القاهرة الجديدة,2024-05-19,"4,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/19/6475698/medium_up_3811dd2171e327eba15a3a4f4248c651.jpg
مرسيدس GLC 200 2020,GLC 200,احمر غامق,"26,000 كم",المعادى,2024-05-18,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6469123/medium_up_a012985ede4c280095a3abd98892e7ca.jpg
مرسيدس E 280 2007,E 280,رمادي,"220,000 كم",مدينة الشيخ زايد,2024-05-18,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6475231/medium_up_f346bb7da6a97e1c321a14ae4db97509.jpg
مرسيدس B 150 2009,B 150,أسود,"196,000 كم",الشروق,2024-05-18,"520,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6475059/medium_up_0d9d9d1e35a6efd34f62c3e7028b9d5a.jpg
مرسيدس GLC 200 2023,GLC 200,أسود,- كم,القاهرة,2024-05-09,"4,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/09/6455443/medium_up_91c52e07eb9dc3491f71f7c5c02bca83.jpg
مرسيدس GLA 2019,GLA,أسود,"175,010 كم",المهندسين,2024-05-18,"2,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474946/medium_up_debf02b9a780d79f88974e0f748e9edf.jpg
مرسيدس S 350 2009,S 350,أسود,"87,779 كم",التجمع - القاهرة الجديدة,2024-05-18,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474930/medium_up_3544119caa911030d0ca6d482bc2d9ba.jpg
مرسيدس C 180 2018,C 180,الأزرق الداكن,"92,000 كم",مدينة الشيخ زايد,2024-05-18,"2,380,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474543/medium_up_c5691dbe58baed636dee848ea770559b.jpg
مرسيدس C 180 2011,C 180,أسود,"175,000 كم",مدينة نصر,2024-05-18,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474532/medium_up_f0a6b7ee241fbe2b48d2e4d2b9c2bed2.jpg
مرسيدس C 180 2011,C 180,برونزي,"192,000 كم",الإسكندرية,2024-05-18,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474402/medium_up_076c8d20bfedf0c30f2479bb9ed83de4.jpg
مرسيدس C 200 2008,C 200,فضي,"145,000 كم",مدينة نصر,2024-05-18,"950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6468216/medium_up_83f20473f63e6fd935a928b8ee76c3ec.jpg
مرسيدس C 180 2004,C 180,رمادي,"220,000 كم",مدينتى,2024-05-18,"690,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6474162/medium_up_b921c182c90e4925ec575bf16a046639.jpg
مرسيدس 200 1993,200,أسود,"450,000 كم",الجيزة,2024-05-18,"450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6473991/medium_up_b5951d359da06637b3a793b3b265f4b9.jpg
مرسيدس E 200 AMG 1992,E 200 AMG,احمر غامق,- كم,المعادى,2024-05-18,"450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/18/6473922/medium_up_16fedc5a0b838e6bf6472da5165b6411.jpg
مرسيدس C 200 2022,C 200,فضي,"10,000 كم",التجمع - القاهرة الجديدة,2024-05-18,"3,075,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/24/6424226/medium_up_d7a77ed1136e2b9de4c457d1eefa6e74.jpg
مرسيدس A 200 2021,A 200,أبيض,"37,000 كم",التجمع - القاهرة الجديدة,2024-05-17,"2,325,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/04/6445126/medium_up_87d7a0d978eb9e6b697113fcd92fe3cb.jpg
مرسيدس C 180 2012,C 180,أسود,"155,000 كم",التجمع - القاهرة الجديدة,2024-05-17,"1,210,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/17/6349750/medium_up_85224660807c39d8662140a320695e1c.jpg
مرسيدس GLC 200 2021,GLC 200,رمادي,"69,000 كم",مصر الجديدة,2024-05-17,"1,170,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/06/6267716/medium_up_cb74952814bcc68f4ef768d0d76bbed3.jpg
مرسيدس A 200 2021,A 200,فيراني,"38,000 كم",الإسكندرية,2024-05-17,"2,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6473139/medium_up_faf156b7dd4ef86cf47893e49feeac3e.jpg
مرسيدس B 180 2015,B 180,فضي,"182,000 كم",الزمالك,2024-05-17,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6473023/medium_up_57fb04fa9b42a85b69b6f9829eff2fbc.jpg
مرسيدس C 200 AMG 2008,C 200 AMG,احمر,"123,000 كم",العبور,2024-05-17,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6473052/medium_up_8166b2e9e5d8a7ede66ac8447495ffe4.jpg
مرسيدس GLC 200 2024,GLC 200,أسود,- كم,مدينة الشيخ زايد,2024-05-17,"7,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/21/6297046/medium_up_99c28a8e44f9ce109c4e5fad50fda2f6.jpg
مرسيدس C 180 2012,C 180,أسود,"220,000 كم",القاهرة,2024-05-17,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472428/medium_up_2f22e3a42d0bbc77601f078471f401a9.jpg
مرسيدس CLA 200 2020,CLA 200,أسود,- كم,التجمع - القاهرة الجديدة,2024-05-17,"1,850,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس E 250 2012,E 250,رمادي,"93,000 كم",6 أكتوبر,2024-05-17,"1,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472597/medium_up_090aecd6566f4f976911782830792a56.jpg
مرسيدس C 180 2018,C 180,رمادي,"112,000 كم",مدينة الشيخ زايد,2024-05-17,"1,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6437315/medium_up_d63357fbba133e6863e7a181339b7ece.jpg
مرسيدس E 200 AMG 2011,E 200 AMG,فضي,"129,000 كم",الإسكندرية,2024-05-17,"1,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472551/medium_up_853c81bd237ee9f6b4a60d5be393e052.jpg
مرسيدس 200 2024,200,أسود,0 كم,التجمع - القاهرة الجديدة,2024-05-17,"1,725,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472548/medium_up_59d3ace26509887dbfeabec6e03d572c.jpg
مرسيدس E 200 2015,E 200,بني,"80,000 كم",شبرا,2024-05-17,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472444/medium_up_4bee55d8b884f45169e29240021524fb.jpg
مرسيدس C 280 2008,C 280,الأزرق الداكن,"296,000 كم",6 أكتوبر,2024-05-17,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466083/medium_up_7b25a7a9ef5126e46b351a2fabb61d61.jpg
مرسيدس C 180 2022,C 180,فضي,"12,000 كم",مصر الجديدة,2024-05-17,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/27/6429459/medium_up_25035a4c8ccded8ae86fd2a9545f8c13.jpg
مرسيدس C 180 2022,C 180,أسود,"12,000 كم",القاهرة,2024-05-17,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/17/6472044/medium_up_b6f48c1fb83cfc5e847fbfaed9cd36d2.jpg
مرسيدس E 200 2014,E 200,فضي,"205,000 كم",شيراتون,2024-05-16,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6471408/medium_up_e4de05f368185269eacd60f1c6e4b46b.jpg
مرسيدس C 180 2015,C 180,أسود,"165,000 كم",مصر الجديدة,2024-05-16,"1,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6471393/medium_up_c0db1980105a8fb4f7904a747c6d792a.jpg
مرسيدس C 200 AMG 2009,C 200 AMG,أبيض,"250,000 كم",الإسكندرية,2024-05-16,"1,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6469663/medium_up_ba84ef97e7e6d80367410d139102f155.jpg
مرسيدس C 180 2010,C 180,فضي,"140,000 كم",6 أكتوبر,2024-05-16,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6471280/medium_up_f09285f56dcde785b6d229505b2757b6.jpg
مرسيدس A 200 2021,A 200,أبيض,"30,000 كم",الجيزة,2024-05-16,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/25/6426080/medium_up_2da0481172f615acd90b4770f8d8fb81.jpg
مرسيدس C 180 2014,C 180,فضي,"180,000 كم",التجمع - القاهرة الجديدة,2024-05-16,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6471075/medium_up_389e44955fa7f2d43cbe39835aca0905.jpg
مرسيدس E 200 2020,E 200,أسود,"18,000 كم",التجمع - القاهرة الجديدة,2024-05-16,"3,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470970/medium_up_8e7ba86043ac31aab222596267a5fd83.jpg
مرسيدس C 180 2023,C 180,أبيض,- كم,الإسكندرية,2024-05-16,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470899/medium_up_d95f9c6773731f52179119af265e3945.jpg
مرسيدس E 200 2014,E 200,أبيض,"90,000 كم",مصر الجديدة,2024-05-16,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/06/6268296/medium_up_2d0165358e3b418f6f8ec421e15b8165.jpg
مرسيدس E 200 2022,E 200,أبيض,"7,000 كم",مصر الجديدة,2024-05-16,"3,990,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/16/6348527/medium_up_eb2a83e55485d2e9a4077d6f7eea1b71.jpg
مرسيدس C 180 2020,C 180,رمادي,"85,000 كم",مصر الجديدة,2024-05-16,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419565/medium_up_af6c42fc05be407f6af0a965e8ec57b3.jpg
مرسيدس CLA 200 2024,CLA 200,أبيض,0 كم,مصر الجديدة,2024-05-16,"2,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/04/6326285/medium_up_8c0619cd6e461363d1ba61c67dd1f4bb.jpg
مرسيدس GLA 2023,GLA,رمادي,"2,500 كم",مصر الجديدة,2024-05-16,"3,075,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/06/6268083/medium_up_8513440f20c36b380ce03700f6dc2b02.jpg
مرسيدس E 180 2019,E 180,أبيض,"47,000 كم",مصر الجديدة,2024-05-16,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470830/medium_up_2874f93f83f2e7ffa5e62a0e529d95da.jpg
مرسيدس C 180 2015,C 180,أسود,"96,000 كم",الهرم,2024-05-16,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470686/medium_up_43f5bfce9a782100c691c257eb1fa577.jpg
مرسيدس CLA 200 2024,CLA 200,أسود,120 كم,القاهرة,2024-05-16,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470476/medium_up_5c80f0d87245da724df317f302d13745.jpg
مرسيدس 200 1980,200,أزرق,"400,000 كم",المعادى,2024-05-16,"150,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2020,C 180,فيراني,"105,000 كم",التجمع - القاهرة الجديدة,2024-05-16,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6470295/medium_up_56cac32c538e348511f8152429f6d18b.jpg
مرسيدس C 180 2014,C 180,احمر,"155,000 كم",التجمع - القاهرة الجديدة,2024-05-16,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6469987/medium_up_78eeadea02219b457c938c80a6b37ac3.jpg
مرسيدس C 180 2015,C 180,فضي,"200,000 كم",6 أكتوبر,2024-05-16,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6469924/medium_up_70d16bf6357086a04f1cc3d131ef634f.jpg
مرسيدس C 180 2023,C 180,أسود,- كم,بورسعيد,2024-05-16,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/16/6469896/medium_up_683159aa1bbcf3ca8f921d6e273ee7a5.jpg
مرسيدس C 180 2018,C 180,أسود,"77,000 كم",البحيرة,2024-05-16,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/29/6374174/medium_up_f7a6418f4d0063a27d5e091b53a1829e.jpg
مرسيدس C 180 2022,C 180,رمادي,- كم,مدينتى,2024-05-15,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6469411/medium_up_b05469bbb96891bdfb4174ccfdcf35a4.jpg
مرسيدس CLA 200 2024,CLA 200,أبيض,0 كم,6 أكتوبر,2024-05-15,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6469111/medium_up_2b845a9c743728c0432ce16cf2a6a962.jpg
مرسيدس B 200 2019,B 200,فضي,"93,000 كم",مدينة نصر,2024-05-15,"500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/12/6461787/medium_up_330a3a47b17fc01f3b2341c100377847.jpg
مرسيدس CLA 200 2022,CLA 200,أبيض,"19,000 كم",التجمع - القاهرة الجديدة,2024-05-15,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6468841/medium_up_0db7969f2a013ff72c4195d67e6fdd3c.jpg
مرسيدس GLC 200 2023,GLC 200,أبيض,"8,000 كم",التجمع - القاهرة الجديدة,2024-05-15,"4,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6468472/medium_up_e36a257d3aad9e36ec5e1f8759f0042f.jpg
مرسيدس E 250 2011,E 250,أسود,"145,000 كم",القاهرة,2024-05-15,"1,680,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6468052/medium_up_9c1b4ea0f69646fcfd190acaadb2b3d2.jpg
مرسيدس C 180 2019,C 180,رمادي,"109,000 كم",القاهرة,2024-05-15,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/15/6467961/medium_up_d2f92c51c2dc162bb464a15aab6dbcb3.jpg
مرسيدس E 230 2008,E 230,أسود,"400,000 كم",القاهرة,2024-05-14,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6467356/medium_up_ac0b1860053097021e8e6797756c2c1a.jpg
مرسيدس C 180 2020,C 180,فيراني,"70,000 كم",مدينة نصر,2024-05-14,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6467160/medium_up_06e8f2329ed9a863549d3daffd0c567e.jpg
مرسيدس S 500 2008,S 500,فضي,"142,000 كم",سوهاج,2024-05-14,"2,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6467155/medium_up_0185019f83649d378ad89e005c4319d2.jpg
مرسيدس A 35 AMG 2022,A 35 AMG,رمادي,"25,000 كم",مدينة الشيخ زايد,2024-05-14,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6467104/medium_up_41c46d3145d15e8657b04289081bde97.jpg
مرسيدس SEL 280 1983,SEL 280,فضي,"300,000 كم",مصر الجديدة,2024-05-14,"320,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6467095/medium_up_db7ababfc865ee588379c07477eb1a9f.jpg
مرسيدس C 180 2010,C 180,فضي,"212,000 كم",التجمع - القاهرة الجديدة,2024-05-14,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466966/medium_up_082363748ef107bb1c12344c41611b54.jpg
مرسيدس E 300 2020,E 300,أسود,"100,000 كم",المهندسين,2024-05-14,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/11/6458221/medium_up_d39ca97410c3db28eb4e522398785f3e.jpg
مرسيدس C 180 2015,C 180,أسود,"200,000 كم",الإسكندرية,2024-05-14,"1,595,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466810/medium_up_dc5f90cceb2aa517479a890d60ce5a1b.jpg
مرسيدس C 180 2020,C 180,أسود,"35,000 كم",مدينتى,2024-05-14,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/15/6285761/medium_up_34380d0b8a21ae25e9faf5db09b5641e.jpg
مرسيدس C 200 2022,C 200,أبيض,"18,000 كم",مصر الجديدة,2024-05-14,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466621/medium_up_a5af1b0901373b67af8008e9f2d9f390.jpg
مرسيدس E 200 2023,E 200,أبيض,"2,000 كم",مصر الجديدة,2024-05-14,"4,690,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466600/medium_up_8e1af907969afc399721fd6c13203fa0.jpg
مرسيدس C 180 2015,C 180,أبيض,"165,000 كم",الإسكندرية,2024-05-14,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466396/medium_up_43141f6f6df3131890605dca5268983f.jpg
مرسيدس E 200 2022,E 200,أبيض,"39,000 كم",القليوبية‎‎,2024-05-14,"4,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/11/6458982/medium_up_5e2e0e18668a904b474f2149d19ae764.jpg
مرسيدس C 180 2023,C 180,أبيض,"24,000 كم",الإسكندرية,2024-05-14,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6466257/medium_up_0e886503f25d05e511ec2cb48addb59a.jpg
مرسيدس C 180 2022,C 180,أبيض,"10,200 كم",التجمع - القاهرة الجديدة,2024-05-14,"2,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/26/6307862/medium_up_b6872c93ee18fa1439c4a7292544af54.jpg
مرسيدس E 200 2005,E 200,ذهبي,"200,000 كم",القاهرة,2024-05-14,"980,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/14/6465904/medium_up_15d7d716ce81216f5a4a6f76cbafb0e5.jpg
مرسيدس C 180 2020,C 180,أسود,"99,000 كم",رشيد,2024-05-13,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/13/6465019/medium_up_b740b5fb3c7f461763a3c97d0416060e.jpg
مرسيدس E 240 2003,E 240,فضي,"210,000 كم",الجيزة,2024-05-13,"925,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/12/6462676/medium_up_0adf818b28887a4ac727fb98578ab93c.jpg
مرسيدس C 180 2018,C 180,أسود,"115,000 كم",مصر الجديدة,2024-05-13,"2,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/12/6461136/medium_up_98d1bc600fa4eef864aa5c1d848fac39.jpg
مرسيدس A 200 2022,A 200,أسود,"26,000 كم",التجمع - القاهرة الجديدة,2024-05-13,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6387452/medium_up_3ced20b5db2edae9ee7f73d15fd96afb.jpg
مرسيدس A 180 2021,A 180,فضي,"90,000 كم",التجمع - القاهرة الجديدة,2024-05-13,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/27/6311351/medium_up_c419a3f03f3707f74ac866c054a23382.jpg
مرسيدس E 300 2022,E 300,أسود,"47,000 كم",الإسماعيلية,2024-05-13,"4,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/13/6463983/medium_up_a5ca72458cdf044613c998e3dbeb9eaf.jpg
مرسيدس B 160 2011,B 160,فضي,"200,000 كم",المهندسين,2024-05-13,"650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/12/6462477/medium_up_f4513763085bc0e4758bc7c18da76c50.jpg
مرسيدس CLC Class 2010,CLC Class,أسود,"198,000 كم",المهندسين,2024-05-13,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/13/6463474/medium_up_fcf4f6fa25f4dd4eadb19da51ba88f51.jpg
مرسيدس 200 1977,200,باذنجاني,"555,000 كم",البحر الأحمر,2024-05-13,"128,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/13/6463252/medium_up_24593a3a481426f6479bfbac155257ff.jpg
مرسيدس C 180 2009,C 180,أسود,"255,000 كم",بني سويف‎,2024-05-13,"670,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/13/6463032/medium_up_d722a80b737665d5e909211f403a2d8d.jpg
مرسيدس C 180 2015,C 180,فضي,"153,000 كم",التجمع - القاهرة الجديدة,2024-05-12,"1,900,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 1993,C 180,أخضر,"172,000 كم",الغردقة,2024-05-12,"470,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/12/6462126/medium_up_6f392114146a9bdb142ba698367461de.jpg
